Hora,CO_M,NO2_M,NOx_M,SO2_M,O3_M,TMP_M,DV_M,VV_M,HR_M,CO_P,NO2_P,NOx_P,SO2_P,O3_P,TMP_P,DV_P,VV_P,HR_P,CO_T,NO2_T,NOx_T,SO2_T,O3_T,TMP_T,DV_T,VV_T,HR_T,CO_X,NO2_X,NOx_X,SO2_X,O3_X,TMP_X,DV_X,VV_X,HR_X
4:00 - 5:00,"(0.644, 0.817]","(0.0235, 0.0283]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.00717, 0.0133]","(9.167, 10.189]","(80.0, 100.0]","(6.461, 7.533]","(70.278, 75.222]","(0.0981, 0.206]","(0.0117, 0.0155]","(0.0149, 0.0239]","(0.000936, 0.00456]","(0.0161, 0.0232]","(9.5, 10.467]","(319.111, 339.056]","(4.933, 5.978]","(72.333, 76.556]","(0.196, 0.422]","(0.0168, 0.0217]","(0.00869, 0.0262]","(0.00744, 0.0139]","(0.0112, 0.0163]","(9.667, 10.756]","(320.111, 340.056]","(7.433, 8.572]","(65.333, 69.5]","(0.295, 0.589]","(0.0115, 0.017]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.0187, 0.0232]","(9.433, 10.411]","(40.889, 60.833]","(10.506, 11.978]","(63.056, 67.444]"
5:00 - 6:00,"(0.644, 0.817]","(0.0283, 0.0332]","(0.0404, 0.0567]","(0.000902, 0.00644]","(0.000889, 0.00717]","(9.167, 10.189]","(60.0, 80.0]","(6.461, 7.533]","(70.278, 75.222]","(0.0981, 0.206]","(0.0155, 0.0193]","(0.0149, 0.0239]","(0.000936, 0.00456]","(0.0161, 0.0232]","(9.5, 10.467]","(339.056, 359.0]","(3.889, 4.933]","(72.333, 76.556]","(0.196, 0.422]","(0.0168, 0.0217]","(0.00869, 0.0262]","(0.000884, 0.00744]","(0.0163, 0.0214]","(9.667, 10.756]","(340.056, 360.0]","(6.294, 7.433]","(65.333, 69.5]","(0.589, 0.878]","(0.0225, 0.028]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.00956, 0.0141]","(9.433, 10.411]","(60.833, 80.778]","(10.506, 11.978]","(63.056, 67.444]"
6:00 - 7:00,"(0.644, 0.817]","(0.0332, 0.038]","(0.0567, 0.0729]","(0.000902, 0.00644]","(0.000889, 0.00717]","(9.167, 10.189]","(80.0, 100.0]","(5.389, 6.461]","(70.278, 75.222]","(0.206, 0.311]","(0.0232, 0.027]","(0.0239, 0.0328]","(0.000936, 0.00456]","(0.00187, 0.00906]","(9.5, 10.467]","(79.778, 99.722]","(4.933, 5.978]","(72.333, 76.556]","(0.422, 0.644]","(0.0266, 0.0314]","(0.0434, 0.0607]","(0.000884, 0.00744]","(0.0163, 0.0214]","(9.667, 10.756]","(340.056, 360.0]","(4.017, 5.156]","(61.167, 65.333]","(0.878, 1.167]","(0.028, 0.0335]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.00492, 0.00956]","(9.433, 10.411]","(80.778, 100.722]","(6.089, 7.561]","(67.444, 71.833]"
7:00 - 8:00,"(0.817, 0.989]","(0.0332, 0.038]","(0.0404, 0.0567]","(0.000902, 0.00644]","(0.000889, 0.00717]","(9.167, 10.189]","(80.0, 100.0]","(4.317, 5.389]","(70.278, 75.222]","(0.311, 0.417]","(0.027, 0.0308]","(0.0328, 0.0418]","(0.000936, 0.00456]","(0.00187, 0.00906]","(9.5, 10.467]","(79.778, 99.722]","(2.844, 3.889]","(72.333, 76.556]","(0.644, 0.867]","(0.0314, 0.0363]","(0.0434, 0.0607]","(0.000884, 0.00744]","(0.00611, 0.0112]","(9.667, 10.756]","(40.889, 60.833]","(0.58, 1.739]","(61.167, 65.333]","(0.878, 1.167]","(0.0335, 0.039]","(0.0556, 0.0788]","(0.00193, 0.00578]","(0.00492, 0.00956]","(9.433, 10.411]","(60.833, 80.778]","(7.561, 9.033]","(63.056, 67.444]"
8:00 - 9:00,"(0.817, 0.989]","(0.0332, 0.038]","(0.0404, 0.0567]","(0.000902, 0.00644]","(0.00717, 0.0133]","(10.189, 11.211]","(40.0, 60.0]","(5.389, 6.461]","(65.333, 70.278]","(0.417, 0.522]","(0.027, 0.0308]","(0.0328, 0.0418]","(0.000936, 0.00456]","(0.00187, 0.00906]","(9.5, 10.467]","(79.778, 99.722]","(3.889, 4.933]","(68.111, 72.333]","(0.644, 0.867]","(0.0314, 0.0363]","(0.0607, 0.0779]","(0.000884, 0.00744]","(0.000908, 0.00611]","(9.667, 10.756]","(120.667, 140.611]","(4.017, 5.156]","(61.167, 65.333]","(0.878, 1.167]","(0.0225, 0.028]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.0141, 0.0187]","(10.411, 11.389]","(40.889, 60.833]","(10.506, 11.978]","(58.667, 63.056]"
9:00 - 10:00,"(0.644, 0.817]","(0.0283, 0.0332]","(0.0404, 0.0567]","(0.000902, 0.00644]","(0.0133, 0.0195]","(10.189, 11.211]","(60.0, 80.0]","(5.389, 6.461]","(65.333, 70.278]","(0.417, 0.522]","(0.0232, 0.027]","(0.0328, 0.0418]","(0.000936, 0.00456]","(0.00906, 0.0161]","(10.467, 11.433]","(99.722, 119.667]","(3.889, 4.933]","(68.111, 72.333]","(1.089, 1.311]","(0.0314, 0.0363]","(0.0607, 0.0779]","(0.000884, 0.00744]","(0.00611, 0.0112]","(10.756, 11.844]","(120.667, 140.611]","(2.878, 4.017]","(57.0, 61.167]","(0.878, 1.167]","(0.0225, 0.028]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.0141, 0.0187]","(11.389, 12.367]","(60.833, 80.778]","(3.144, 4.617]","(54.278, 58.667]"
10:00 - 11:00,"(0.644, 0.817]","(0.0187, 0.0235]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.0257, 0.0318]","(12.233, 13.256]","(120.0, 140.0]","(5.389, 6.461]","(60.389, 65.333]","(0.417, 0.522]","(0.0193, 0.0232]","(0.0328, 0.0418]","(0.000936, 0.00456]","(0.0232, 0.0302]","(11.433, 12.4]","(19.944, 39.889]","(4.933, 5.978]","(63.889, 68.111]","(0.644, 0.867]","(0.0314, 0.0363]","(0.0607, 0.0779]","(0.000884, 0.00744]","(0.0163, 0.0214]","(11.844, 12.933]","(140.611, 160.556]","(2.878, 4.017]","(52.833, 57.0]","(0.878, 1.167]","(0.0225, 0.028]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.0232, 0.0278]","(13.344, 14.322]","(120.667, 140.611]","(3.144, 4.617]","(49.889, 54.278]"
11:00 - 12:00,"(0.817, 0.989]","(0.0235, 0.0283]","(0.0404, 0.0567]","(0.000902, 0.00644]","(0.0318, 0.038]","(13.256, 14.278]","(60.0, 80.0]","(4.317, 5.389]","(55.444, 60.389]","(0.522, 0.628]","(0.0232, 0.027]","(0.0328, 0.0418]","(0.000936, 0.00456]","(0.0373, 0.0443]","(13.367, 14.333]","(39.889, 59.833]","(4.933, 5.978]","(55.444, 59.667]","(1.089, 1.311]","(0.0412, 0.0461]","(0.0779, 0.0951]","(0.000884, 0.00744]","(0.0214, 0.0266]","(14.022, 15.111]","(320.111, 340.056]","(1.739, 2.878]","(44.5, 48.667]","(0.878, 1.167]","(0.028, 0.0335]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.0369, 0.0414]","(14.322, 15.3]","(60.833, 80.778]","(6.089, 7.561]","(45.5, 49.889]"
12:00 - 13:00,"(0.644, 0.817]","(0.0235, 0.0283]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.0442, 0.0503]","(15.3, 16.322]","(20.0, 40.0]","(5.389, 6.461]","(50.5, 55.444]","(0.522, 0.628]","(0.0232, 0.027]","(0.0328, 0.0418]","(0.000936, 0.00456]","(0.0514, 0.0584]","(15.3, 16.267]","(19.944, 39.889]","(5.978, 7.022]","(51.222, 55.444]","(0.867, 1.089]","(0.0461, 0.051]","(0.0607, 0.0779]","(0.000884, 0.00744]","(0.0368, 0.0419]","(15.111, 16.2]","(340.056, 360.0]","(1.739, 2.878]","(40.333, 44.5]","(0.878, 1.167]","(0.028, 0.0335]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.046, 0.0506]","(15.3, 16.278]","(20.944, 40.889]","(6.089, 7.561]","(41.111, 45.5]"
13:00 - 14:00,"(0.817, 0.989]","(0.0235, 0.0283]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.0565, 0.0627]","(16.322, 17.344]","(40.0, 60.0]","(5.389, 6.461]","(40.611, 45.556]","(0.522, 0.628]","(0.0232, 0.027]","(0.0239, 0.0328]","(0.000936, 0.00456]","(0.0726, 0.0796]","(16.267, 17.233]","(39.889, 59.833]","(5.978, 7.022]","(42.778, 47.0]","(1.089, 1.311]","(0.0412, 0.0461]","(0.0607, 0.0779]","(0.000884, 0.00744]","(0.047, 0.0521]","(17.289, 18.378]","(200.444, 220.389]","(1.739, 2.878]","(36.167, 40.333]","(0.878, 1.167]","(0.0225, 0.028]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.0551, 0.0597]","(16.278, 17.256]","(160.556, 180.5]","(1.672, 3.144]","(36.722, 41.111]"
14:00 - 15:00,"(0.644, 0.817]","(0.0235, 0.0283]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.0688, 0.075]","(18.367, 19.389]","(160.0, 180.0]","(6.461, 7.533]","(35.667, 40.611]","(0.417, 0.522]","(0.0193, 0.0232]","(0.0239, 0.0328]","(0.000936, 0.00456]","(0.0867, 0.0937]","(17.233, 18.2]","(-0.359, 19.944]","(4.933, 5.978]","(38.556, 42.778]","(0.644, 0.867]","(0.0314, 0.0363]","(0.0262, 0.0434]","(0.000884, 0.00744]","(0.0623, 0.0674]","(18.378, 19.467]","(180.5, 200.444]","(2.878, 4.017]","(32.0, 36.167]","(0.589, 0.878]","(0.017, 0.0225]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.0642, 0.0688]","(18.233, 19.211]","(120.667, 140.611]","(6.089, 7.561]","(32.333, 36.722]"
15:00 - 16:00,"(0.644, 0.817]","(0.0235, 0.0283]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.075, 0.0812]","(19.389, 20.411]","(100.0, 120.0]","(5.389, 6.461]","(30.722, 35.667]","(0.311, 0.417]","(0.0155, 0.0193]","(0.0149, 0.0239]","(0.000936, 0.00456]","(0.0867, 0.0937]","(18.2, 19.167]","(59.833, 79.778]","(4.933, 5.978]","(34.333, 38.556]","(0.867, 1.089]","(0.0412, 0.0461]","(0.0434, 0.0607]","(0.000884, 0.00744]","(0.0572, 0.0623]","(19.467, 20.556]","(0.641, 20.944]","(2.878, 4.017]","(27.833, 32.0]","(0.589, 0.878]","(0.017, 0.0225]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.0642, 0.0688]","(19.211, 20.189]","(100.722, 120.667]","(4.617, 6.089]","(27.944, 32.333]"
16:00 - 17:00,"(0.644, 0.817]","(0.0187, 0.0235]","(0.00771, 0.0242]","(0.000902, 0.00644]","(0.0688, 0.075]","(19.389, 20.411]","(20.0, 40.0]","(5.389, 6.461]","(30.722, 35.667]","(0.311, 0.417]","(0.0117, 0.0155]","(0.0149, 0.0239]","(0.000936, 0.00456]","(0.0867, 0.0937]","(19.167, 20.133]","(159.556, 179.5]","(2.844, 3.889]","(30.111, 34.333]","(0.867, 1.089]","(0.0412, 0.0461]","(0.0434, 0.0607]","(0.000884, 0.00744]","(0.0521, 0.0572]","(19.467, 20.556]","(340.056, 360.0]","(0.58, 1.739]","(27.833, 32.0]","(0.878, 1.167]","(0.0225, 0.028]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.0597, 0.0642]","(19.211, 20.189]","(20.944, 40.889]","(9.033, 10.506]","(27.944, 32.333]"
17:00 - 18:00,"(0.644, 0.817]","(0.0235, 0.0283]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.0565, 0.0627]","(19.389, 20.411]","(100.0, 120.0]","(9.678, 10.75]","(35.667, 40.611]","(0.311, 0.417]","(0.0155, 0.0193]","(0.0149, 0.0239]","(0.000936, 0.00456]","(0.0796, 0.0867]","(18.2, 19.167]","(79.778, 99.722]","(4.933, 5.978]","(30.111, 34.333]","(0.867, 1.089]","(0.0412, 0.0461]","(0.0434, 0.0607]","(0.000884, 0.00744]","(0.0521, 0.0572]","(18.378, 19.467]","(320.111, 340.056]","(6.294, 7.433]","(32.0, 36.167]","(0.589, 0.878]","(0.0225, 0.028]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.0506, 0.0551]","(19.211, 20.189]","(60.833, 80.778]","(7.561, 9.033]","(27.944, 32.333]"
18:00 - 19:00,"(0.644, 0.817]","(0.0235, 0.0283]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.0442, 0.0503]","(17.344, 18.367]","(120.0, 140.0]","(10.75, 11.822]","(40.611, 45.556]","(0.311, 0.417]","(0.0193, 0.0232]","(0.0149, 0.0239]","(0.000936, 0.00456]","(0.0514, 0.0584]","(17.233, 18.2]","(99.722, 119.667]","(5.978, 7.022]","(42.778, 47.0]","(1.089, 1.311]","(0.0559, 0.0608]","(0.0779, 0.0951]","(0.000884, 0.00744]","(0.0368, 0.0419]","(18.378, 19.467]","(20.944, 40.889]","(5.156, 6.294]","(32.0, 36.167]","(0.878, 1.167]","(0.0225, 0.028]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.0369, 0.0414]","(17.256, 18.233]","(120.667, 140.611]","(14.922, 16.394]","(36.722, 41.111]"
19:00 - 20:00,"(0.817, 0.989]","(0.0283, 0.0332]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.038, 0.0442]","(16.322, 17.344]","(140.0, 160.0]","(7.533, 8.606]","(45.556, 50.5]","(0.733, 0.839]","(0.0385, 0.0423]","(0.0328, 0.0418]","(0.000936, 0.00456]","(0.0373, 0.0443]","(15.3, 16.267]","(219.389, 239.333]","(7.022, 8.067]","(51.222, 55.444]","(1.533, 1.756]","(0.0657, 0.0706]","(0.0951, 0.112]","(0.000884, 0.00744]","(0.0112, 0.0163]","(16.2, 17.289]","(40.889, 60.833]","(4.017, 5.156]","(40.333, 44.5]","(0.878, 1.167]","(0.028, 0.0335]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.0278, 0.0323]","(16.278, 17.256]","(100.722, 120.667]","(6.089, 7.561]","(41.111, 45.5]"
20:00 - 21:00,"(0.817, 0.989]","(0.0283, 0.0332]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.0318, 0.038]","(15.3, 16.322]","(140.0, 160.0]","(6.461, 7.533]","(45.556, 50.5]","(0.733, 0.839]","(0.0423, 0.0462]","(0.0418, 0.0507]","(0.000936, 0.00456]","(0.0232, 0.0302]","(14.333, 15.3]","(219.389, 239.333]","(4.933, 5.978]","(51.222, 55.444]","(1.089, 1.311]","(0.0559, 0.0608]","(0.0607, 0.0779]","(0.0461, 0.0526]","(0.0112, 0.0163]","(15.111, 16.2]","(320.111, 340.056]","(6.294, 7.433]","(40.333, 44.5]","(0.878, 1.167]","(0.028, 0.0335]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.0187, 0.0232]","(15.3, 16.278]","(60.833, 80.778]","(9.033, 10.506]","(41.111, 45.5]"
21:00 - 22:00,"(0.989, 1.161]","(0.0332, 0.038]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.0195, 0.0257]","(15.3, 16.322]","(100.0, 120.0]","(5.389, 6.461]","(45.556, 50.5]","(0.522, 0.628]","(0.0308, 0.0347]","(0.0328, 0.0418]","(0.00456, 0.00811]","(0.0302, 0.0373]","(14.333, 15.3]","(239.333, 259.278]","(5.978, 7.022]","(51.222, 55.444]","(1.089, 1.311]","(0.0559, 0.0608]","(0.0779, 0.0951]","(0.0203, 0.0268]","(0.000908, 0.00611]","(15.111, 16.2]","(320.111, 340.056]","(5.156, 6.294]","(44.5, 48.667]","(0.878, 1.167]","(0.028, 0.0335]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.0187, 0.0232]","(15.3, 16.278]","(60.833, 80.778]","(6.089, 7.561]","(45.5, 49.889]"
22:00 - 23:00,"(0.989, 1.161]","(0.038, 0.0428]","(0.0404, 0.0567]","(0.000902, 0.00644]","(0.0133, 0.0195]","(14.278, 15.3]","(120.0, 140.0]","(3.244, 4.317]","(50.5, 55.444]","(0.628, 0.733]","(0.0308, 0.0347]","(0.0328, 0.0418]","(0.0117, 0.0152]","(0.0232, 0.0302]","(14.333, 15.3]","(219.389, 239.333]","(5.978, 7.022]","(55.444, 59.667]","(1.089, 1.311]","(0.0559, 0.0608]","(0.0779, 0.0951]","(0.0139, 0.0203]","(0.000908, 0.00611]","(14.022, 15.111]","(260.278, 280.222]","(4.017, 5.156]","(48.667, 52.833]","(0.878, 1.167]","(0.0335, 0.039]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.0187, 0.0232]","(14.322, 15.3]","(60.833, 80.778]","(4.617, 6.089]","(49.889, 54.278]"
23:00 - 0:00,"(1.161, 1.333]","(0.0428, 0.0477]","(0.0404, 0.0567]","(0.00644, 0.0119]","(0.00717, 0.0133]","(9.167, 10.189]","(300.0, 320.0]","(9.678, 10.75]","(70.278, 75.222]","(0.417, 0.522]","(0.0193, 0.0232]","(0.0149, 0.0239]","(0.00811, 0.0117]","(0.0232, 0.0302]","(10.467, 11.433]","(339.056, 359.0]","(8.067, 9.111]","(72.333, 76.556]","(0.644, 0.867]","(0.0461, 0.051]","(0.0607, 0.0779]","(0.0139, 0.0203]","(0.000908, 0.00611]","(8.578, 9.667]","(340.056, 360.0]","(8.572, 9.711]","(69.5, 73.667]","(1.167, 1.456]","(0.0445, 0.05]","(0.0788, 0.102]","(0.00193, 0.00578]","(0.00492, 0.00956]","(9.433, 10.411]","(320.111, 340.056]","(7.561, 9.033]","(63.056, 67.444]"
0:00 - 1:00,"(1.161, 1.333]","(0.0525, 0.0573]","(0.0729, 0.0891]","(0.0119, 0.0173]","(0.000889, 0.00717]","(14.278, 15.3]","(300.0, 320.0]","(4.317, 5.389]","(55.444, 60.389]","(0.0981, 0.206]","(0.00783, 0.0117]","(0.00584, 0.0149]","(0.000936, 0.00456]","(0.0232, 0.0302]","(13.367, 14.333]","(199.444, 219.389]","(5.978, 7.022]","(47.0, 51.222]","(0.867, 1.089]","(0.0461, 0.051]","(0.0607, 0.0779]","(0.0139, 0.0203]","(0.000908, 0.00611]","(12.933, 14.022]","(240.333, 260.278]","(1.739, 2.878]","(52.833, 57.0]","(1.167, 1.456]","(0.0445, 0.05]","(0.0788, 0.102]","(0.00193, 0.00578]","(0.00492, 0.00956]","(13.344, 14.322]","(40.889, 60.833]","(6.089, 7.561]","(49.889, 54.278]"
2:00 - 3:00,"(0.644, 0.817]","(0.0332, 0.038]","(0.0404, 0.0567]","(0.000902, 0.00644]","(0.00717, 0.0133]","(13.256, 14.278]","(320.0, 340.0]","(1.081, 2.172]","(50.5, 55.444]","(0.206, 0.311]","(0.00783, 0.0117]","(0.00584, 0.0149]","(0.000936, 0.00456]","(0.0302, 0.0373]","(11.433, 12.4]","(239.333, 259.278]","(3.889, 4.933]","(55.444, 59.667]","(0.422, 0.644]","(0.0314, 0.0363]","(0.0262, 0.0434]","(0.00744, 0.0139]","(0.000908, 0.00611]","(10.756, 11.844]","(240.333, 260.278]","(4.017, 5.156]","(57.0, 61.167]","(0.878, 1.167]","(0.039, 0.0445]","(0.0556, 0.0788]","(0.00578, 0.00956]","(0.00492, 0.00956]","(12.367, 13.344]","(20.944, 40.889]","(6.089, 7.561]","(54.278, 58.667]"
3:00 - 4:00,"(0.644, 0.817]","(0.0332, 0.038]","(0.0404, 0.0567]","(0.000902, 0.00644]","(0.000889, 0.00717]","(12.233, 13.256]","(320.0, 340.0]","(3.244, 4.317]","(55.444, 60.389]","(0.206, 0.311]","(0.0155, 0.0193]","(0.0149, 0.0239]","(0.000936, 0.00456]","(0.0161, 0.0232]","(10.467, 11.433]","(199.444, 219.389]","(2.844, 3.889]","(59.667, 63.889]","(0.422, 0.644]","(0.0266, 0.0314]","(0.0262, 0.0434]","(0.000884, 0.00744]","(0.00611, 0.0112]","(10.756, 11.844]","(240.333, 260.278]","(5.156, 6.294]","(57.0, 61.167]","(0.878, 1.167]","(0.039, 0.0445]","(0.0788, 0.102]","(0.00193, 0.00578]","(0.00492, 0.00956]","(12.367, 13.344]","(60.833, 80.778]","(1.672, 3.144]","(54.278, 58.667]"
4:00 - 5:00,"(1.161, 1.333]","(0.038, 0.0428]","(0.0567, 0.0729]","(0.000902, 0.00644]","(0.000889, 0.00717]","(12.233, 13.256]","(300.0, 320.0]","(3.244, 4.317]","(55.444, 60.389]","(0.206, 0.311]","(0.0193, 0.0232]","(0.0149, 0.0239]","(0.000936, 0.00456]","(0.00906, 0.0161]","(9.5, 10.467]","(219.389, 239.333]","(5.978, 7.022]","(63.889, 68.111]","(0.422, 0.644]","(0.0217, 0.0266]","(0.0262, 0.0434]","(0.000884, 0.00744]","(0.00611, 0.0112]","(9.667, 10.756]","(260.278, 280.222]","(5.156, 6.294]","(57.0, 61.167]","(1.167, 1.456]","(0.0335, 0.039]","(0.125, 0.149]","(0.00578, 0.00956]","(0.00492, 0.00956]","(11.389, 12.367]","(160.556, 180.5]","(1.672, 3.144]","(58.667, 63.056]"
5:00 - 6:00,"(1.161, 1.333]","(0.0332, 0.038]","(0.0729, 0.0891]","(0.000902, 0.00644]","(0.000889, 0.00717]","(11.211, 12.233]","(140.0, 160.0]","(2.172, 3.244]","(65.333, 70.278]","(0.311, 0.417]","(0.0155, 0.0193]","(0.0149, 0.0239]","(0.000936, 0.00456]","(0.0161, 0.0232]","(9.5, 10.467]","(219.389, 239.333]","(5.978, 7.022]","(63.889, 68.111]","(0.422, 0.644]","(0.0266, 0.0314]","(0.0434, 0.0607]","(0.000884, 0.00744]","(0.000908, 0.00611]","(8.578, 9.667]","(240.333, 260.278]","(4.017, 5.156]","(61.167, 65.333]","(1.167, 1.456]","(0.0335, 0.039]","(0.0788, 0.102]","(0.00578, 0.00956]","(0.00492, 0.00956]","(10.411, 11.389]","(80.778, 100.722]","(3.144, 4.617]","(63.056, 67.444]"
6:00 - 7:00,"(1.506, 1.678]","(0.038, 0.0428]","(0.105, 0.122]","(0.000902, 0.00644]","(0.000889, 0.00717]","(10.189, 11.211]","(120.0, 140.0]","(3.244, 4.317]","(65.333, 70.278]","(0.417, 0.522]","(0.0232, 0.027]","(0.0239, 0.0328]","(0.000936, 0.00456]","(0.00906, 0.0161]","(9.5, 10.467]","(199.444, 219.389]","(5.978, 7.022]","(63.889, 68.111]","(0.867, 1.089]","(0.0266, 0.0314]","(0.0951, 0.112]","(0.000884, 0.00744]","(0.000908, 0.00611]","(8.578, 9.667]","(240.333, 260.278]","(2.878, 4.017]","(61.167, 65.333]","(1.744, 2.033]","(0.0335, 0.039]","(0.149, 0.172]","(0.00956, 0.0133]","(0.00492, 0.00956]","(9.433, 10.411]","(100.722, 120.667]","(1.672, 3.144]","(63.056, 67.444]"
7:00 - 8:00,"(1.333, 1.506]","(0.0428, 0.0477]","(0.154, 0.17]","(0.000902, 0.00644]","(0.000889, 0.00717]","(9.167, 10.189]","(80.0, 100.0]","(2.172, 3.244]","(70.278, 75.222]","(0.522, 0.628]","(0.027, 0.0308]","(0.0328, 0.0418]","(0.000936, 0.00456]","(0.00906, 0.0161]","(9.5, 10.467]","(199.444, 219.389]","(4.933, 5.978]","(63.889, 68.111]","(1.533, 1.756]","(0.0266, 0.0314]","(0.147, 0.164]","(0.000884, 0.00744]","(0.000908, 0.00611]","(8.578, 9.667]","(240.333, 260.278]","(1.739, 2.878]","(61.167, 65.333]","(2.033, 2.322]","(0.028, 0.0335]","(0.125, 0.149]","(0.00578, 0.00956]","(0.00492, 0.00956]","(9.433, 10.411]","(80.778, 100.722]","(3.144, 4.617]","(67.444, 71.833]"
8:00 - 9:00,"(2.022, 2.194]","(0.0477, 0.0525]","(0.17, 0.186]","(0.00644, 0.0119]","(0.000889, 0.00717]","(11.211, 12.233]","(100.0, 120.0]","(3.244, 4.317]","(60.389, 65.333]","(0.944, 1.05]","(0.0347, 0.0385]","(0.0597, 0.0686]","(0.000936, 0.00456]","(0.00906, 0.0161]","(10.467, 11.433]","(119.667, 139.611]","(2.844, 3.889]","(59.667, 63.889]","(2.422, 2.644]","(0.0412, 0.0461]","(0.216, 0.233]","(0.00744, 0.0139]","(0.000908, 0.00611]","(10.756, 11.844]","(140.611, 160.556]","(2.878, 4.017]","(52.833, 57.0]","(2.033, 2.322]","(0.039, 0.0445]","(0.149, 0.172]","(0.00956, 0.0133]","(0.00492, 0.00956]","(10.411, 11.389]","(60.833, 80.778]","(3.144, 4.617]","(58.667, 63.056]"
9:00 - 10:00,"(1.333, 1.506]","(0.0428, 0.0477]","(0.0891, 0.105]","(0.000902, 0.00644]","(0.0133, 0.0195]","(13.256, 14.278]","(100.0, 120.0]","(4.317, 5.389]","(55.444, 60.389]","(0.944, 1.05]","(0.0347, 0.0385]","(0.0776, 0.0865]","(0.00456, 0.00811]","(0.00906, 0.0161]","(12.4, 13.367]","(59.833, 79.778]","(4.933, 5.978]","(55.444, 59.667]","(1.978, 2.2]","(0.0657, 0.0706]","(0.198, 0.216]","(0.00744, 0.0139]","(0.00611, 0.0112]","(12.933, 14.022]","(120.667, 140.611]","(5.156, 6.294]","(48.667, 52.833]","(1.744, 2.033]","(0.05, 0.0555]","(0.102, 0.125]","(0.00956, 0.0133]","(0.00956, 0.0141]","(12.367, 13.344]","(60.833, 80.778]","(4.617, 6.089]","(49.889, 54.278]"
10:00 - 11:00,"(1.506, 1.678]","(0.0573, 0.0622]","(0.105, 0.122]","(0.00644, 0.0119]","(0.0195, 0.0257]","(14.278, 15.3]","(80.0, 100.0]","(4.317, 5.389]","(50.5, 55.444]","(0.522, 0.628]","(0.027, 0.0308]","(0.0328, 0.0418]","(0.00456, 0.00811]","(0.0302, 0.0373]","(14.333, 15.3]","(59.833, 79.778]","(4.933, 5.978]","(47.0, 51.222]","(1.089, 1.311]","(0.0559, 0.0608]","(0.0951, 0.112]","(0.00744, 0.0139]","(0.0214, 0.0266]","(15.111, 16.2]","(120.667, 140.611]","(2.878, 4.017]","(40.333, 44.5]","(1.167, 1.456]","(0.039, 0.0445]","(0.0556, 0.0788]","(0.00578, 0.00956]","(0.0278, 0.0323]","(14.322, 15.3]","(60.833, 80.778]","(4.617, 6.089]","(41.111, 45.5]"
11:00 - 12:00,"(1.161, 1.333]","(0.0525, 0.0573]","(0.0729, 0.0891]","(0.000902, 0.00644]","(0.038, 0.0442]","(16.322, 17.344]","(40.0, 60.0]","(5.389, 6.461]","(40.611, 45.556]","(0.311, 0.417]","(0.0155, 0.0193]","(0.0239, 0.0328]","(0.00456, 0.00811]","(0.0514, 0.0584]","(16.267, 17.233]","(59.833, 79.778]","(5.978, 7.022]","(42.778, 47.0]","(0.422, 0.644]","(0.0266, 0.0314]","(0.0434, 0.0607]","(0.000884, 0.00744]","(0.0368, 0.0419]","(17.289, 18.378]","(120.667, 140.611]","(6.294, 7.433]","(36.167, 40.333]","(0.878, 1.167]","(0.0225, 0.028]","(0.0323, 0.0556]","(0.00578, 0.00956]","(0.0414, 0.046]","(16.278, 17.256]","(80.778, 100.722]","(4.617, 6.089]","(36.722, 41.111]"
